type,clustering,closeness,n
erdos_renyi,0.7352292189655786,0.7907225564452,1484.0
erdos_renyi,0.6158188952814212,0.7225294214988954,1339.0
erdos_renyi,0.4080893091431771,0.6282125699130019,1333.0
erdos_renyi,0.5139514094363815,0.6729924747656655,1357.0
erdos_renyi,0.545898474941141,0.6878308927036427,1023.0
erdos_renyi,0.2984605297174947,0.587749501378717,1167.0
erdos_renyi,0.7147447631710698,0.7781462532633044,1034.0
erdos_renyi,0.3709265339714673,0.6139095174231941,1164.0
erdos_renyi,0.3474926493836731,0.6051938380937134,1411.0
erdos_renyi,0.2661523428844278,0.5768076591184317,1218.0
erdos_renyi,0.611460212214045,0.7202313487874514,1028.0
erdos_renyi,0.7466598250586902,0.797941729524102,1211.0
erdos_renyi,0.7915416970262088,0.8275701450012596,1488.0
erdos_renyi,0.8476410771288512,0.8678570708755439,1190.0
erdos_renyi,0.524591384383081,0.677805517505937,1400.0
erdos_renyi,0.3895102054850482,0.6209812856490067,1246.0
erdos_renyi,0.3011705435843547,0.5886832972362823,1014.0
erdos_renyi,0.0811534245018762,0.5210654311625182,1186.0
erdos_renyi,0.2683223876985964,0.5775267975290381,1334.0
erdos_renyi,0.7202602140000577,0.7814933901739723,1263.0
erdos_renyi,0.0353623055073197,0.4488996107103469,1038.0
erdos_renyi,0.0404019473116088,0.4867784331578869,1413.0
erdos_renyi,0.2441284889232615,0.5695458402748286,1317.0
erdos_renyi,0.2456644729981772,0.5699976670726751,1160.0
erdos_renyi,0.6380884004087647,0.7343303986999723,1417.0
erdos_renyi,0.5731726763023534,0.7009099649512694,1072.0
erdos_renyi,0.930590509691581,0.935141790886678,1174.0
erdos_renyi,0.2948406894674545,0.586495098911312,1314.0
erdos_renyi,0.9945285278372304,0.9945625710030828,1321.0
erdos_renyi,0.1040609215817724,0.527432520855475,1228.0
erdos_renyi,0.3008550535414436,0.5885410846425018,1443.0
erdos_renyi,0.5414325365583744,0.6856772810402032,1269.0
erdos_renyi,0.5600251482808417,0.6945187122945116,1493.0
erdos_renyi,0.4458599960026921,0.6435027216811233,1412.0
erdos_renyi,0.9539997664967466,0.9560514172253368,1326.0
erdos_renyi,0.8507220664028105,0.8701748969305585,1484.0
erdos_renyi,0.8743839081669758,0.8884680085219745,1163.0
erdos_renyi,0.3653134507834617,0.6117541996784741,1116.0
erdos_renyi,0.526192853742686,0.6785621991083327,1344.0
erdos_renyi,0.5181769308911486,0.6749076678671505,1088.0
erdos_renyi,0.8683423214255908,0.8837134752795901,1430.0
erdos_renyi,0.2200775372261102,0.5618746291115219,1182.0
erdos_renyi,0.954093404965915,0.956144633021453,1081.0
erdos_renyi,0.1546790458154735,0.5419955024587726,1106.0
erdos_renyi,0.0475381256241431,0.4971056726364984,1223.0
erdos_renyi,0.8363110821327443,0.8594181129036683,1104.0
erdos_renyi,0.9173533330247317,0.9237137821875838,1060.0
erdos_renyi,0.0302667886386131,0.4364648062897035,1208.0
erdos_renyi,0.4744078807442183,0.6555157427795667,1423.0
erdos_renyi,0.134607403894201,0.5360174571737528,1080.0
erdos_renyi,0.8294598596962589,0.8543751421581754,1276.0
erdos_renyi,0.5760749242027706,0.7023324929116197,1364.0
erdos_renyi,0.7156346057776231,0.778656461617309,1356.0
erdos_renyi,0.7046888225960907,0.772100546441674,1173.0
erdos_renyi,0.7927129407836021,0.8283644184844777,1216.0
erdos_renyi,0.364217266629984,0.6113499909060401,1416.0
erdos_renyi,0.4865981491147662,0.660840957563775,1124.0
erdos_renyi,0.0277785218719027,0.4170759484777534,1046.0
erdos_renyi,0.9582455457677116,0.959946216212485,1400.0
erdos_renyi,0.7661843090237224,0.8105642935695477,1465.0
erdos_renyi,0.0526144340783442,0.5021367562295596,1125.0
erdos_renyi,0.6724060368994783,0.753333249737472,1114.0
erdos_renyi,0.6424169248563973,0.7366727949596328,1378.0
erdos_renyi,0.4820982603540295,0.6588783454000597,1013.0
erdos_renyi,0.7239063105223768,0.7837159410230942,1353.0
erdos_renyi,0.2992645907374281,0.5880380504863165,1257.0
erdos_renyi,0.7037429613944385,0.7715360086084024,1134.0
erdos_renyi,0.8571601896622453,0.8750807981631133,1241.0
erdos_renyi,0.5622482311425617,0.6956116679935181,1028.0
erdos_renyi,0.1333234651085026,0.5357666805411541,1295.0
erdos_renyi,0.6393456058449646,0.7350180815974402,1318.0
erdos_renyi,0.324561687424068,0.5969015377002573,1377.0
erdos_renyi,0.1050824543792736,0.527735590928465,1239.0
erdos_renyi,0.4783640619793924,0.6572637744987029,1112.0
erdos_renyi,0.495566720428738,0.664780849316293,1335.0
erdos_renyi,0.8181919137413619,0.8462168994905753,1429.0
erdos_renyi,0.0658374750826616,0.5146110133256898,1078.0
erdos_renyi,0.3125774936469051,0.5926622129333495,1363.0
erdos_renyi,0.1147523972037579,0.530471188533908,1155.0
erdos_renyi,0.2697520288902815,0.577948701895518,1182.0
erdos_renyi,0.8835420781998738,0.895755034248596,1186.0
erdos_renyi,0.5620397552700945,0.6954783924364546,1422.0
erdos_renyi,0.9634513223819726,0.9647618031610066,1480.0
erdos_renyi,0.9418221289925788,0.9450679268943636,1043.0
erdos_renyi,0.4855463855395011,0.6603697101279217,1163.0
erdos_renyi,0.8368465261953069,0.8598038338361194,1235.0
erdos_renyi,0.7864384965615251,0.8240878616289044,1369.0
erdos_renyi,0.3337552557539148,0.6002045909328797,1432.0
erdos_renyi,0.471853340869958,0.6544408134069276,1147.0
erdos_renyi,0.8301457271491434,0.8548712355044618,1467.0
erdos_renyi,0.3112497222093622,0.592207438154029,1465.0
erdos_renyi,0.1180913091115346,0.5313371618308748,1071.0
erdos_renyi,0.3594323846432091,0.6096013978484094,1422.0
erdos_renyi,0.2843649508781194,0.5829089221087534,1408.0
erdos_renyi,0.5829979688497193,0.705799155801922,1242.0
erdos_renyi,0.5604595855731691,0.6947265299120364,1285.0
erdos_renyi,0.5997372821086893,0.7142281232601444,1036.0
erdos_renyi,0.7506950970654369,0.8005289562168884,1168.0
erdos_renyi,0.7246312566507752,0.7841525794431101,1359.0
erdos_renyi,0.8256535274750765,0.8516255108391401,1082.0
erdos_renyi,0.249108194596859,0.5711992426123219,1264.0
erdos_renyi,0.9867083259471144,0.9868948220443278,1060.0
erdos_renyi,0.0194832156887795,0.3819684658212468,1146.0
erdos_renyi,0.4212627311318329,0.6335013638507868,1089.0
erdos_renyi,0.339258526415743,0.602228888367301,1151.0
erdos_renyi,0.3038346714573434,0.5896367051358443,1159.0
erdos_renyi,0.859281364945982,0.8767211545577666,1089.0
erdos_renyi,0.976611164059098,0.9771595931931122,1459.0
erdos_renyi,0.5447234638066085,0.6872305603913267,1070.0
erdos_renyi,0.3019831063177896,0.588955862379048,1406.0
erdos_renyi,0.6239095455550926,0.7267684765221324,1405.0
erdos_renyi,0.3327259186466835,0.5998438049540148,1345.0
erdos_renyi,0.7281092379467631,0.7862927337872142,1339.0
erdos_renyi,0.9227952720485104,0.9283734170500364,1234.0
erdos_renyi,0.3851664664474259,0.6193147361466852,1039.0
erdos_renyi,0.1484150864651278,0.5400980338877811,1345.0
erdos_renyi,0.3786513885860695,0.6167850651210547,1487.0
erdos_renyi,0.3151821337610873,0.5935537754535611,1358.0
erdos_renyi,0.2011366039225321,0.5559333010603927,1454.0
erdos_renyi,0.7569814063605232,0.8045747233900216,1379.0
erdos_renyi,0.1268031626052594,0.5338431027893946,1469.0
erdos_renyi,0.0319794649056285,0.454657814154316,1391.0
erdos_renyi,0.7248927171210234,0.7843355745699084,1180.0
erdos_renyi,0.9353293098272822,0.9392947659608452,1335.0
erdos_renyi,0.5192969193279715,0.675442372009692,1129.0
erdos_renyi,0.3971195675476247,0.6239040557500152,1373.0
erdos_renyi,0.8930398702291037,0.9034236198968612,1451.0
erdos_renyi,0.6052681933609759,0.7170401199318391,1491.0
erdos_renyi,0.6897725641328425,0.7632796138718687,1449.0
erdos_renyi,0.7772149352642379,0.817874426725424,1198.0
erdos_renyi,0.6532513649573982,0.7426340209478929,1073.0
erdos_renyi,0.4259675450281068,0.6353535002152987,1412.0
erdos_renyi,0.0330521776054563,0.4628697562182078,1476.0
erdos_renyi,0.8919870820216546,0.9025644952348102,1299.0
erdos_renyi,0.9540001090713204,0.9560588513261014,1075.0
erdos_renyi,0.349781014220019,0.6059975933985475,1420.0
erdos_renyi,0.2595016363454787,0.5746693796443386,1029.0
erdos_renyi,0.1673661466621519,0.545700338766327,1196.0
erdos_renyi,0.8096817089999828,0.840171928428206,1268.0
erdos_renyi,0.7880570841849395,0.8252070196689277,1159.0
erdos_renyi,0.4729637219815794,0.6549379674348351,1301.0
erdos_renyi,0.189463578616208,0.55230916829876,1077.0
erdos_renyi,0.8259493712533776,0.8518348407887258,1288.0
erdos_renyi,0.1329519454137932,0.5356175524997636,1053.0
erdos_renyi,0.4032761131630013,0.6262937148513468,1149.0
erdos_renyi,0.8030597491374596,0.8355350335054601,1483.0
erdos_renyi,0.6832121355535926,0.7595184230569964,1146.0
erdos_renyi,0.5065428546148508,0.6696617443513957,1184.0
erdos_renyi,0.7489525363412339,0.799403971425444,1311.0
erdos_renyi,0.2997169919941955,0.58816006743295,1167.0
erdos_renyi,0.9254097177713094,0.9306267077569664,1397.0
erdos_renyi,0.94626733132185,0.949051512339165,1071.0
erdos_renyi,0.0836084886729193,0.5216464450903636,1330.0
erdos_renyi,0.94040871840051,0.9438008172797042,1209.0
erdos_renyi,0.6375852991203628,0.7340698489205069,1398.0
